image_path,class_name,plant_type,disease_name,label
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\15f02e8e-503c-4e14-8728-51dc3d4a2f10___RS_L.Scorch 1527_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1620e450-abe8-4618-a48b-3ca16971d120___RS_L.Scorch 1241_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16311953-0608-43c1-829d-d78b990a0fa4___RS_L.Scorch 0995.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16311953-0608-43c1-829d-d78b990a0fa4___RS_L.Scorch 0995_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1634e251-6b10-4531-9df2-9f231cb7e047___RS_L.Scorch 0918.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1634e251-6b10-4531-9df2-9f231cb7e047___RS_L.Scorch 0918_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\167092ad-3447-4720-8c84-1f7fd5b25e7e___RS_L.Scorch 1269.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1672eb34-46ef-4987-a45b-7dd6e0d6a31d___RS_L.Scorch 0003_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16a6c8ff-9ab8-465d-9990-9a205e761b8c___RS_L.Scorch 0911.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16a6c8ff-9ab8-465d-9990-9a205e761b8c___RS_L.Scorch 0911_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16dda8cd-ee04-426b-9bc7-b60d1520e614___RS_L.Scorch 0104.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\16dda8cd-ee04-426b-9bc7-b60d1520e614___RS_L.Scorch 0104_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1733ec78-998c-4af9-81b3-d2ad994710ef___RS_L.Scorch 1528.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1733ec78-998c-4af9-81b3-d2ad994710ef___RS_L.Scorch 1528_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1740c9dc-3dd7-4053-b77c-41dff00a0d59___RS_L.Scorch 0053.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1740c9dc-3dd7-4053-b77c-41dff00a0d59___RS_L.Scorch 0053_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\180382a7-d391-458f-ad59-6005358334eb___RS_L.Scorch 0105.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\180382a7-d391-458f-ad59-6005358334eb___RS_L.Scorch 0105_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1813404e-1833-498c-a939-b6a43baeb7df___RS_L.Scorch 0801.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1813404e-1833-498c-a939-b6a43baeb7df___RS_L.Scorch 0801_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1852f6bd-fe20-4b33-8f30-d6678465e8f2___RS_L.Scorch 1390.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1852f6bd-fe20-4b33-8f30-d6678465e8f2___RS_L.Scorch 1390_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\18c449e2-790e-4a6d-b745-a0d09b4e8910___RS_L.Scorch 1446.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\18c449e2-790e-4a6d-b745-a0d09b4e8910___RS_L.Scorch 1446_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\18e5b96e-d883-4b42-85f2-6bd6aa22ccfe___RS_L.Scorch 0982.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\18e5b96e-d883-4b42-85f2-6bd6aa22ccfe___RS_L.Scorch 0982_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\19c4b786-b77c-424f-b422-fa359c05e807___RS_L.Scorch 1534.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\19c4b786-b77c-424f-b422-fa359c05e807___RS_L.Scorch 1534_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\19f6a0ac-b426-4297-a021-d4847c35e1eb___RS_L.Scorch 0007.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\19f6a0ac-b426-4297-a021-d4847c35e1eb___RS_L.Scorch 0007_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a01bc1f-7c24-41ba-a5e1-df558a755d25___RS_L.Scorch 1163.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a01bc1f-7c24-41ba-a5e1-df558a755d25___RS_L.Scorch 1163_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a0eaf21-1ae4-4018-807a-af8667ed0811___RS_L.Scorch 0064.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a0eaf21-1ae4-4018-807a-af8667ed0811___RS_L.Scorch 0064_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a123c2f-bdb0-4b73-91ce-84284b211edd___RS_L.Scorch 1468.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a123c2f-bdb0-4b73-91ce-84284b211edd___RS_L.Scorch 1468_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a52e531-7868-4a49-b135-c4162bf6c036___RS_L.Scorch 1246_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a8d07be-539f-456b-9d01-6f8a0dac3583___RS_L.Scorch 1174.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1a8d07be-539f-456b-9d01-6f8a0dac3583___RS_L.Scorch 1174_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ad2c944-a4cf-4c97-a31f-6265c0a927e1___RS_L.Scorch 9937.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ad2c944-a4cf-4c97-a31f-6265c0a927e1___RS_L.Scorch 9937_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ae1d3c0-fba3-49a0-a7ff-0619e7596a6c___RS_L.Scorch 0986.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ae1d3c0-fba3-49a0-a7ff-0619e7596a6c___RS_L.Scorch 0986_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1b5b28f8-0f91-4c06-9947-022928bc2cee___RS_L.Scorch 1331.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1b5b28f8-0f91-4c06-9947-022928bc2cee___RS_L.Scorch 1331_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1b616826-e312-46b9-995a-e84958084b80___RS_L.Scorch 0885.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1b616826-e312-46b9-995a-e84958084b80___RS_L.Scorch 0885_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ba17895-c6a5-404a-967c-ef33d16a5b65___RS_L.Scorch 0108.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ba17895-c6a5-404a-967c-ef33d16a5b65___RS_L.Scorch 0108_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1be23894-5bb2-4e82-9e65-216fe9a33c3b___RS_L.Scorch 0077.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1be23894-5bb2-4e82-9e65-216fe9a33c3b___RS_L.Scorch 0077_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1c6da3dd-a49b-41aa-bf9c-0f711ea66c5d___RS_L.Scorch 1615_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1c759763-3c5b-477f-b2fe-ae0f8387bf53___RS_L.Scorch 1045.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1c759763-3c5b-477f-b2fe-ae0f8387bf53___RS_L.Scorch 1045_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1cddb4a0-b8b6-45f4-8903-a8b6a445b091___RS_L.Scorch 0119.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1cddb4a0-b8b6-45f4-8903-a8b6a445b091___RS_L.Scorch 0119_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1cf83654-e177-4fbd-9ff9-8e28974e82d6___RS_L.Scorch 1550.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1cf83654-e177-4fbd-9ff9-8e28974e82d6___RS_L.Scorch 1550_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d0abac2-181a-4522-b21b-bca85f79cac9___RS_L.Scorch 0861.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d0abac2-181a-4522-b21b-bca85f79cac9___RS_L.Scorch 0861_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d298911-900e-41ff-8595-b49b95a29436___RS_L.Scorch 1127.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d298911-900e-41ff-8595-b49b95a29436___RS_L.Scorch 1127_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d3d9fb0-9c00-4763-b023-8fa65f591940___RS_L.Scorch 1336.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d3d9fb0-9c00-4763-b023-8fa65f591940___RS_L.Scorch 1336_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d484d5d-3c15-4a46-9e81-752565989049___RS_L.Scorch 1506.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d484d5d-3c15-4a46-9e81-752565989049___RS_L.Scorch 1506_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d760f47-9d62-4ac4-8dfc-b157f9fbe5cf___RS_L.Scorch 1354.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d760f47-9d62-4ac4-8dfc-b157f9fbe5cf___RS_L.Scorch 1354_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d9056b1-898f-443c-afa7-f57b73831f7b___RS_L.Scorch 1406.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1d9056b1-898f-443c-afa7-f57b73831f7b___RS_L.Scorch 1406_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1da8e38e-9d76-4f4d-b7de-2a60aeb462da___RS_L.Scorch 0839.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1da8e38e-9d76-4f4d-b7de-2a60aeb462da___RS_L.Scorch 0839_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1dba0c40-2f74-480a-896e-73cdfb752916___RS_L.Scorch 0984.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1dba0c40-2f74-480a-896e-73cdfb752916___RS_L.Scorch 0984_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1dd884ae-812c-4330-b1c2-c12385e326d6___RS_L.Scorch 0110.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1dd884ae-812c-4330-b1c2-c12385e326d6___RS_L.Scorch 0110_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1e1544ee-5642-4bef-847e-f961db4580ae___RS_L.Scorch 0038.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1e1544ee-5642-4bef-847e-f961db4580ae___RS_L.Scorch 0038_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ea9b86f-9f18-4364-9933-f33cb2312c11___RS_L.Scorch 1521.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ea9b86f-9f18-4364-9933-f33cb2312c11___RS_L.Scorch 1521_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ebdc1c1-45d8-4fae-9e3f-95f58a9fc498___RS_L.Scorch 1472.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1ebdc1c1-45d8-4fae-9e3f-95f58a9fc498___RS_L.Scorch 1472_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f2420de-a55f-4538-934a-ed289da7a953___RS_L.Scorch 1145.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f2420de-a55f-4538-934a-ed289da7a953___RS_L.Scorch 1145_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f2a9ae4-6dfc-4429-a00d-15fa0c5c90cc___RS_L.Scorch 1379_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f77b357-fb4d-4454-95a1-0b351ba4b3f2___RS_L.Scorch 0123.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f77b357-fb4d-4454-95a1-0b351ba4b3f2___RS_L.Scorch 0123_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f7f3e65-fb9f-4a05-8304-26850067d617___RS_L.Scorch 1536.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1f7f3e65-fb9f-4a05-8304-26850067d617___RS_L.Scorch 1536_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1fc21810-f901-4c83-a510-583980dccc01___RS_L.Scorch 0100.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1fc21810-f901-4c83-a510-583980dccc01___RS_L.Scorch 0100_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1fdfa208-78e8-4c6f-8ff8-c70241b7354b___RS_L.Scorch 1283.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1fdfa208-78e8-4c6f-8ff8-c70241b7354b___RS_L.Scorch 1283_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1feb4725-61fc-4b23-b8b7-f53bad19a848___RS_L.Scorch 0086.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\1feb4725-61fc-4b23-b8b7-f53bad19a848___RS_L.Scorch 0086_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\201f9b9c-8b54-422a-8f2a-5d4934341ac9___RS_L.Scorch 0907.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\201f9b9c-8b54-422a-8f2a-5d4934341ac9___RS_L.Scorch 0907_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\205d3119-0818-4119-8f69-494102bdb5f7___RS_L.Scorch 1004.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\205d3119-0818-4119-8f69-494102bdb5f7___RS_L.Scorch 1004_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\208522fa-0476-4bbe-9b37-4363a04da561___RS_L.Scorch 1150.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\2104ca91-9e5f-4b5c-8981-e02d01fb9268___RS_L.Scorch 9911_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\212433a4-4bda-450e-8026-02ffa42f9f32___RS_L.Scorch 1551.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\212433a4-4bda-450e-8026-02ffa42f9f32___RS_L.Scorch 1551_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\21414b15-f3a6-4f37-af6c-7374939ecae9___RS_L.Scorch 0015.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\21414b15-f3a6-4f37-af6c-7374939ecae9___RS_L.Scorch 0015_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\220e00d7-57f3-4aa5-b481-9652d44e1642___RS_L.Scorch 1184.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\220e00d7-57f3-4aa5-b481-9652d44e1642___RS_L.Scorch 1184_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\2211762b-a98e-4756-b27a-027d084406e2___RS_L.Scorch 1248.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\2211762b-a98e-4756-b27a-027d084406e2___RS_L.Scorch 1248_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\22618882-d6b8-4149-9ea2-7a6cf0914d90___RS_L.Scorch 1449_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\2272d3ae-de6d-4fcd-af45-098cb2cd0fdf___RS_L.Scorch 1086.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\227e5f93-0b72-4796-89f0-f1ce06c152b8___RS_L.Scorch 0093.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Strawberry___Leaf_scorch\227e5f93-0b72-4796-89f0-f1ce06c152b8___RS_L.Scorch 0093_flipLR.JPG,Strawberry___Leaf_scorch,Strawberry,Leaf scorch,diseased
